,ita,list_of_words,man & synonyms,woman & synonyms,person & synonyms,associated_word
86,BAMBINO,BABY,0.1549099087715149,0.1736472100019455,0.1929637342691421,person & synonyms
87,BANCARIA,BANKING,0.1161046102643013,0.1295442581176757,0.0747054889798164,woman & synonyms
88,BANCARIO,BANKING,0.1161046102643013,0.1295442581176757,0.0747054889798164,woman & synonyms
89,BARBIERE,BARBER SHOP,0.1966669559478759,0.1478629410266876,0.1618604362010955,man & synonyms
90,BARISTA,BARTENDER,0.1355735510587692,0.218650072813034,0.2811359763145447,person & synonyms
91,BARZELLETTIERE,BARZELLETTERE,0.1763768345117569,0.164652943611145,0.1679514348506927,man & synonyms
92,BELLA,NICE,0.1844085752964019,0.1507560610771179,0.1000020056962966,man & synonyms
93,BELLO,NICE,0.1844085752964019,0.1507560610771179,0.1000020056962966,man & synonyms
94,BENZINAIA,GAS STATION,0.083679087460041,0.121079683303833,0.1106061041355133,woman & synonyms
95,BENZINAIO,GAS STATION,0.083679087460041,0.121079683303833,0.1106061041355133,woman & synonyms
96,BIDELLA,JANITOR,0.2105741500854492,0.1895839124917984,0.3123188316822052,person & synonyms
97,BIDELLO,JANITOR,0.2105741500854492,0.1895839124917984,0.3123188316822052,person & synonyms
98,BIMBA,CHILD,0.1987058371305465,0.1570654660463333,0.1691968739032745,man & synonyms
99,BIMBO,CHILD,0.1987058371305465,0.1570654660463333,0.1691968739032745,man & synonyms
100,BIOLOGA,BIOLOGIST,0.1335486024618148,0.187389925122261,0.2425415813922882,person & synonyms
101,BOCCHINARA,MOUTHPIECE,0.127730131149292,0.1542463600635528,0.219501718878746,person & synonyms
102,BRAV'UOMO,GOOD MAN,0.1630418747663498,0.1025823727250099,0.0421430021524429,man & synonyms
103,BRAVA,GOOD BOY,0.1630418747663498,0.1025823727250099,0.0421430021524429,man & synonyms
104,BRAVA PERSONA,GOOD PERSON,0.1630418747663498,0.1025823727250099,0.0421430021524429,man & synonyms
105,BRAVO,GOOD BOY,0.1630418747663498,0.1025823727250099,0.0421430021524429,man & synonyms
106,BRICOLEUR,BRICOLEUR,0.1374768018722534,0.1341322362422943,0.1316671818494796,man & synonyms
107,BRICOLEUSE,BRICOLEUR,0.1374768018722534,0.1341322362422943,0.1316671818494796,man & synonyms
108,BRICOMEN,BRICOLEUR,0.1374768018722534,0.1341322362422943,0.1316671818494796,man & synonyms
109,BRUTTO,UGLY,0.0420523546636104,0.0654217079281807,0.0756134986877441,person & synonyms
110,BUGIARDA,YOU LIAR,0.2082663923501968,0.1992150098085403,0.3605930209159851,person & synonyms
111,BUONA,GOOD,0.1630418747663498,0.1025823727250099,0.0421430021524429,man & synonyms
112,CACCIATORE,SOCCER PLAYER,0.222828060388565,0.2591765522956848,0.2857288122177124,person & synonyms
113,CACCIATRICE,SOCCER PLAYER,0.222828060388565,0.2591765522956848,0.2857288122177124,person & synonyms
114,CAGACAZZI,FUCKS,0.1696543246507644,0.1617481112480163,0.0364016778767108,man & synonyms
115,CALCIATORE,SOCCER PLAYER,0.222828060388565,0.2591765522956848,0.2857288122177124,person & synonyms
116,CALCIATRICE,SOCCER PLAYER,0.222828060388565,0.2591765522956848,0.2857288122177124,person & synonyms
117,CALCOLATORE,COMPUTER,0.1175974160432815,0.1466774493455886,0.1622727960348129,person & synonyms
118,CAMBIARE LAMPADINE,CHANGE LIGHT BULBS,0.0437004305422306,0.058205347508192,0.1060336977243423,person & synonyms
119,CAMBIARE LE LAMPADINE,CHANGE LIGHT BULBS,0.0437004305422306,0.058205347508192,0.1060336977243423,person & synonyms
120,CAMERIERA,WAITER,0.1980354934930801,0.2070976942777633,0.2768832743167877,person & synonyms
121,CAMERIERE,WAITER,0.1980354934930801,0.2070976942777633,0.2768832743167877,person & synonyms
122,CAMIONISTA,TRUCK DRIVER,0.200649008154869,0.1867042779922485,0.2156106233596801,person & synonyms
123,CANTANTE,SINGER,0.1631902009248733,0.2428351044654846,0.2793911099433899,person & synonyms
124,CANTARE,SING,0.0465119890868663,0.0478168986737728,0.0597547516226768,person & synonyms
125,CANTORE,SINGER,0.1631902009248733,0.2428351044654846,0.2793911099433899,person & synonyms
126,CAPO,HEAD,0.1501093804836273,0.1445881724357605,0.2364464402198791,person & synonyms
127,CAPO OFFICINA,WORKSHOP HEAD,0.1230390146374702,0.1499228328466415,0.1795090436935424,person & synonyms
128,CAPO PROGETTO,PROJECT LEADER,0.036569993942976,0.0459530428051948,0.0847886055707931,person & synonyms
129,CAPOFAMIGLIA,HOUSEHOLDER,0.2694109082221985,0.2404716610908508,0.3626057803630829,person & synonyms
130,CARABINIERE,CARABINIER,0.1528651714324951,0.0976626351475715,0.2338349521160125,person & synonyms
131,CARDIOLOGA,CARDIOLOGIST,0.1793552041053772,0.1774222552776336,0.1990965455770492,person & synonyms
132,CARPENTIERE,CARPENTER,0.2278905659914016,0.1694261729717254,0.3344996571540832,person & synonyms
133,CARPENTIERIE,CARPENTER,0.2278905659914016,0.1694261729717254,0.3344996571540832,person & synonyms
134,CASALINGA,HOMEMADE,0.0539823547005653,0.0872364938259124,0.1405186802148819,person & synonyms
135,CASALINGO,HOMEMADE,0.0539823547005653,0.0872364938259124,0.1405186802148819,person & synonyms
136,CASINISTA,CASINIST,0.209348052740097,0.1500305384397506,0.1965193152427673,man & synonyms
137,CASSIERE,CASHIER,0.1535015255212783,0.1496471315622329,0.2203414738178253,person & synonyms
138,CAVALIERE,KNIGHT,0.2852875888347626,0.1808255314826965,0.1665565967559814,man & synonyms
139,CESTISTA,BASKETBALL PLAYER,0.2023741006851196,0.231201946735382,0.2564738988876343,person & synonyms
140,CHE CONTRIBUISCE  ALLA VITA QUOTIDIANA,THAT CONTRIBUTES TO EVERYDAY LIFE,0.1059126704931259,0.1421286165714264,0.1602715253829956,person & synonyms
141,CHEF,CHEF,0.1696849912405014,0.1717572659254074,0.1932572424411773,person & synonyms
142,CHIACCHIERONA,CHATTERY,0.1283511519432068,0.1130340099334716,0.1606786698102951,person & synonyms
143,CHIACCHIERONE,CHATTERY,0.1283511519432068,0.1130340099334716,0.1606786698102951,person & synonyms
144,CHIRURGO,SURGEON,0.1937091052532196,0.2009357810020446,0.2312385290861129,person & synonyms
145,CHITARRISTA,GUITARIST,0.2324331402778625,0.2438154518604278,0.2932987213134765,person & synonyms
146,CICCIONE,FAT,0.0971199348568916,0.0368344634771347,0.0992057099938392,person & synonyms
147,CICLISTA,CYCLIST,0.1533894538879394,0.2144747674465179,0.2984127998352051,person & synonyms
148,CITTADINA,CITIZEN,0.1793079525232315,0.2018654942512512,0.1787687093019485,woman & synonyms
149,CITTADINO,CITIZEN,0.1793079525232315,0.2018654942512512,0.1787687093019485,woman & synonyms
150,CLIENTE,CUSTOMER,0.2603503465652466,0.2279097735881805,0.2239736765623092,man & synonyms
151,COGLIONE,ASSHOLE,0.231088250875473,0.133997306227684,0.1325424015522003,man & synonyms
152,COGNATA,BROTHER IN LAW,0.3244759440422058,0.1794318854808807,0.1671664416790008,man & synonyms
153,COGNATO,BROTHER IN LAW,0.3244759440422058,0.1794318854808807,0.1671664416790008,man & synonyms
154,COINQUILINA,ROOMMATE,0.1677554994821548,0.1687855869531631,0.2196133881807327,person & synonyms
155,COINQUILINO,ROOMMATE,0.1677554994821548,0.1687855869531631,0.2196133881807327,person & synonyms
156,COLLABORARE ALLA STESURA DELL'OPERA,COLLABORATE IN THE DRAFTING OF THE WORK,0.1006954088807106,0.0868937075138092,0.0824699401855468,man & synonyms
157,COLLABORATORE,COLLABORATOR,0.1272332668304443,0.1303044855594635,0.1673362702131271,person & synonyms
158,COLLABORATORE IN CASA,HOME COLLABORATOR,0.0884572565555572,0.0621615722775459,0.0374328605830669,man & synonyms
159,COLLABORATORE PER LE FACCENDE DI CASA,COLLABORATOR FOR HOUSEWORK,0.1342980712652206,0.1508052349090576,0.1737888157367706,person & synonyms
160,COLLABORATRICE,COLLABORATOR,0.1272332668304443,0.1303044855594635,0.1673362702131271,person & synonyms
161,COLLEGA,COLLEAGUE,0.2109825313091278,0.2011895477771759,0.2622786462306976,person & synonyms
162,COMICA,COMIC,0.1428520083427429,0.1840606331825256,0.228380486369133,person & synonyms
163,COMICO,COMIC,0.1428520083427429,0.1840606331825256,0.228380486369133,person & synonyms
164,COMMERCIALISTA,BUSINESS CONSULTANT,0.1594578623771667,0.1754596829414367,0.0615194961428642,woman & synonyms
165,COMMERCIANTE,MERCHANT,0.1852857172489166,0.2114305198192596,0.2389117181301117,person & synonyms
166,COMMESSA,SHOP ASSISTANT,0.120729811489582,0.1129631623625755,0.1009570956230163,man & synonyms
167,COMMESSO,SHOP ASSISTANT,0.120729811489582,0.1129631623625755,0.1009570956230163,man & synonyms
168,COMMISSARIA,COMMISSIONER,0.1596694737672805,0.1723559200763702,0.1514550298452377,woman & synonyms
169,COMMITTENTE,CLIENT,0.2455049902200698,0.1816119700670242,0.2004614323377609,man & synonyms
170,COMPAGNA,COMPANY,0.1807036250829696,0.1921615898609161,0.0868394300341606,woman & synonyms
171,COMPAGNA DI LAVORO,WORK COMPANION,0.02963387966156,0.0728847086429596,0.1479787230491638,person & synonyms
172,COMPAGNA DI STUDI,STUDENT COMPANION,0.2150314152240753,0.202113538980484,0.2400988787412643,person & synonyms
173,COMPAGNA DI VITA,LIFE PARTNER,0.1030097752809524,0.19157575070858,0.1887386888265609,woman & synonyms
174,COMPAGNO,COMPANY,0.1807036250829696,0.1921615898609161,0.0868394300341606,woman & synonyms
175,COMPAGNO DI VITA,LIFE PARTNER,0.1030097752809524,0.19157575070858,0.1887386888265609,woman & synonyms
176,COMPETENTE,QUALIFIED,0.136920541524887,0.1266006231307983,0.1001278907060623,man & synonyms
177,COMPLICE,PARTNER IN CRIME,0.190582275390625,0.2298406958580017,0.1882478892803192,woman & synonyms
178,CON CARLA,WITH CARLA,0.1769794225692749,0.2467070519924163,0.203480839729309,woman & synonyms
179,CON GLI AMICI,WITH FRIENDS,0.1928592026233673,0.1468062400817871,0.1773726493120193,man & synonyms
180,CON GLI ANIMALI,WITH ANIMALS,0.1227407976984977,0.1203085631132125,0.1208246946334838,man & synonyms
181,CON I BAMBINI,WITH THE CHILDREN,0.1989024579524994,0.1546821445226669,0.1466111689805984,man & synonyms
182,CON I FIGLI,WITH CHILDREN,0.1963135749101638,0.1366257965564727,0.1460027545690536,man & synonyms
183,CON LA FAMIGLIA,WITH THE FAMILY,0.1769378185272216,0.1662742793560028,0.113267570734024,man & synonyms
184,CONDOTTIERO,LEADER,0.2591962516307831,0.2131709903478622,0.2180457115173339,man & synonyms
185,CONDUCENTE,DRIVER,0.1750851720571518,0.1601931452751159,0.2600376605987549,person & synonyms
186,CONDUTTORE,CONDUCTOR,0.1525531411170959,0.1697253882884979,0.239395260810852,person & synonyms
187,CONIUGE,SPOUSE,0.2135456800460815,0.2655835747718811,0.1872165650129318,woman & synonyms
188,CONSIGLIERA,COUNSELOR,0.1627981215715408,0.1633762568235397,0.2230261415243148,person & synonyms
189,CONSIGLIERE,COUNSELOR,0.1627981215715408,0.1633762568235397,0.2230261415243148,person & synonyms
190,CONSORTE,WIFE,0.2607835233211517,0.405921995639801,0.1580473035573959,woman & synonyms
191,CONSULENTE,CONSULTANT,0.1636558920145034,0.1604579240083694,0.1789653450250625,person & synonyms
192,CONTABILE,ACCOUNTANT,0.1507810801267624,0.2096328884363174,0.1742809414863586,woman & synonyms
193,CONTADINO,FARMER,0.1679789423942566,0.215810552239418,0.2712597548961639,person & synonyms
194,CONTRALTO,ALTO,0.1919161826372146,0.1915925741195678,0.1416079401969909,man & synonyms
195,CONVIVENTE,COhabitant,0.1469660997390747,0.2242935597896576,0.1686567664146423,woman & synonyms
196,COORDINATRICE,COORDINATOR,0.1675442159175872,0.1988618969917297,0.2942968010902405,person & synonyms
197,COPILOTA,CO-PILOT,0.1456862390041351,0.1963820159435272,0.2507825791835785,person & synonyms
198,CORISTA,CHOIR,0.0892195478081703,0.0680871978402137,0.063740074634552,man & synonyms
199,CORRERE,RUN,0.0583146475255489,0.0880125910043716,0.1854983121156692,person & synonyms
200,CORRIDORE,RUNNER,0.1544429063796997,0.1521451473236084,0.2937771081924438,person & synonyms
201,COSTRUTTORE,BUILDER,0.2003742605447769,0.1707868576049804,0.282484620809555,person & synonyms
202,CREATURA,CREATURE,0.1660485416650772,0.1586660295724868,0.2024050951004028,person & synonyms
203,CRISTIANA,CHRISTIAN,0.1581142544746399,0.1674985885620117,0.2366328537464141,person & synonyms
204,CRISTIANACCIO,CRISTIAN CHRISTIANS,0.1705793291330337,0.1782888323068618,0.2440554201602935,person & synonyms
205,CRISTIANO,CHRISTIAN,0.1581142544746399,0.1674985885620117,0.2366328537464141,person & synonyms
206,CRISTO,CHRIST,0.2467787563800811,0.1881214827299118,0.2968949675559997,person & synonyms
207,CUCINARE,TO COOK,0.1176536083221435,0.1234755218029022,0.14155875146389,person & synonyms
208,CUCINARE L'ARROSTO,COOKING THE ROAST,0.0346533022820949,0.0748668387532234,0.0712237954139709,woman & synonyms
209,CUCINIERA,COOK,0.0667866468429565,0.0981231927871704,0.1302181631326675,person & synonyms
210,CUGINA,COUSIN,0.1403169333934784,0.2105305194854736,0.161026194691658,woman & synonyms
211,CUGINO,COUSIN,0.1403169333934784,0.2105305194854736,0.161026194691658,woman & synonyms
212,CUOCA,COOK,0.0667866468429565,0.0981231927871704,0.1302181631326675,person & synonyms
213,CUOCO,COOK,0.0667866468429565,0.0981231927871704,0.1302181631326675,person & synonyms
214,DANZATRICE,DANCER,0.170904591679573,0.2543534934520721,0.2634160816669464,person & synonyms
215,DARSI DA FARE,GET TO DO,0.1017081663012504,0.1199209690093994,0.1803938448429107,person & synonyms
216,DATORE DI LAVORO,EMPLOYER,0.2096671164035797,0.2292277216911316,0.2336319088935852,person & synonyms
217,DATTILOGRAFA,TYPIST,0.1968954056501388,0.1906452775001526,0.2690736949443817,person & synonyms
218,DECORATRICE,DECORATOR,0.1193537935614585,0.1395216286182403,0.237026959657669,person & synonyms
219,DENTISTA,DENTIST,0.1994815170764923,0.226881593465805,0.2363335490226745,person & synonyms
220,DESIGNER,DESIGNER,0.1324539631605148,0.1500098556280136,0.209860697388649,person & synonyms
221,DETECTIVE,DETECTIVES,0.11544019728899,0.1241806745529174,0.1985052824020385,person & synonyms
222,DETERMINATA,DETERMINED,-0.0004113092727493,-0.0169005375355482,0.0421531051397323,person & synonyms
223,DIAVOLO,DEVIL,0.1320228427648544,0.0875209718942642,0.1560850739479065,person & synonyms
224,DIETOLOGO,DIETICIAN,0.1070563346147537,0.1585232466459274,0.2080584168434143,person & synonyms
225,DIPENDENTE,EMPLOYEE,0.2279536873102188,0.2002274096012115,0.2568566799163818,person & synonyms
226,DIPINGERE,PAINT,0.0841160416603088,0.141666904091835,0.1723977625370025,person & synonyms
227,DIRETTORE,DIRECTOR,0.1509694755077362,0.1690394878387451,0.1480555832386016,woman & synonyms
228,DIRETTRICE,DIRECTOR,0.1509694755077362,0.1690394878387451,0.1480555832386016,woman & synonyms
229,DIRIGENTE,EXECUTIVE,0.15956412255764,0.1837318390607834,0.1280330121517181,woman & synonyms
230,DISEGNARE,DRAW,0.0575213879346847,0.1089875549077987,0.1448729634284973,person & synonyms
231,DISEGNATORE,DESIGNER,0.1324539631605148,0.1500098556280136,0.209860697388649,person & synonyms
232,DISEGNATRICE,DESIGNER,0.1324539631605148,0.1500098556280136,0.209860697388649,person & synonyms
233,DISOCCUPATO,UNEMPLOYED,0.1137123554944992,0.1421133279800415,0.1453123986721038,person & synonyms
234,DISORDINATO,MESSY,0.1431100666522979,0.140616238117218,0.1661415994167328,person & synonyms
235,DISPONIBILE,AVAILABLE,-0.0037462988402694,0.0562745817005634,0.0677771642804145,person & synonyms
236,DIVULGATORE,RELEASER,0.1486626863479614,0.1132750958204269,0.2211036086082458,person & synonyms
237,DJ,DJs,0.1797510534524917,0.1853018999099731,0.2419590651988983,person & synonyms
238,DOCENTE,PROFESSOR,0.1972515285015106,0.214677631855011,0.2353645116090774,person & synonyms
239,DOLCE,SWEET,0.084768995642662,0.1389650106430053,0.0655253604054451,woman & synonyms
240,DOMESTICA,DOMESTIC,0.1893180906772613,0.2310095876455307,0.2444638162851333,person & synonyms
241,DOMESTICO,DOMESTIC,0.1893180906772613,0.2310095876455307,0.2444638162851333,person & synonyms
242,DONNA,WOMAN,0.294408768415451,0.5574634075164795,0.2022051960229873,woman & synonyms
243,DONNA DI CASA,WOMAN OF THE HOUSE,0.294408768415451,0.5574634075164795,0.2022051960229873,woman & synonyms
244,DONNAIOLO,PLAY BOY,0.1098948493599891,0.1349598616361618,0.152644544839859,person & synonyms
245,DORMIGLIONE,SLEEPYLONE,0.2102489620447158,0.1164720132946968,0.1868777871131897,man & synonyms
246,DORMIRE,SLEEP,0.0406855680048465,0.0553557910025119,0.076892539858818,person & synonyms
247,DOTTORE,DOCTOR,0.1160498335957527,0.1173256263136863,0.1336673200130462,person & synonyms
248,DOTTORESSA,DOCTOR,0.1160498335957527,0.1173256263136863,0.1336673200130462,person & synonyms
249,DRIVER,DRIVERS,0.1775456517934799,0.1645086854696273,0.2439470142126083,person & synonyms
250,ECCELLENTE,EXCELLENT,0.1610063463449478,0.0910545140504837,0.0534387603402137,man & synonyms
251,EDUCATORE,EDUCATOR,0.1791726350784301,0.2395086735486984,0.2770259380340576,person & synonyms
252,EDUCATRICE,EDUCATOR,0.1791726350784301,0.2395086735486984,0.2770259380340576,person & synonyms
253,EFFICIENTE,EFFICIENT,-0.0055405870079994,0.0386115163564682,0.0832391381263732,person & synonyms
254,EGOISTA,SELFISH,0.0619922652840614,0.1300742924213409,0.2527750134468078,person & synonyms
255,ELEMENTO,ELEMENT,0.0661522448062896,0.0436226315796375,0.086080364882946,person & synonyms
256,ELETTRAUTO,CAR ELECTRIC,0.102534644305706,0.121507428586483,0.0977487340569496,woman & synonyms
257,ELETTRICISTA,ELECTRICIAN,0.2039228975772857,0.2349233031272888,0.2687999010086059,person & synonyms
258,ESCORT,ESCORT,0.1907181292772293,0.1523381620645523,0.2222363650798797,person & synonyms
259,ESPERTO,EXPERT,0.1591916382312774,0.1858763694763183,0.1977058947086334,person & synonyms
260,ESSERE,TO BE,0.107714906334877,0.1071626171469688,0.1205832064151763,person & synonyms
261,ESSERE UMANO,HUMAN BEING,0.2858924865722656,0.238417774438858,0.2994343042373657,person & synonyms
262,ESSERE VIVENTE,LIVING BEING,0.0617716684937477,0.1698043346405029,0.195073589682579,person & synonyms
